job_source,keyword,job_title,company,job_description,job_id,job_description_cleaned
Jobstreet,Computer Science,Security Operation Center,PT Visionet Data Internasional,"Monitor security alerts and events using SIEM (Security Information and Event Management) tools.
Analyze network traffic, logs, and alerts to identify potential security incidents.
Investigate and respond to security incidents, breaches, and threats.
Collaborate with IT teams and other departments on incident response and prevention.
Document and escalate incidents according to standard operating procedures (SOPs).
Conduct vulnerability assessments and recommend remediation actions.
Assist in tuning security systems to reduce false positives.
Participate in threat hunting and analysis activities.
Stay up to date with the latest cyber threats, trends, and technologies.
Bachelor's degree in Computer Science, Information Security, or a related field (or equivalent experience).
Experience in cybersecurity operations, preferably in a SOC environment.
Familiarity with SIEM platforms
Understanding of network protocols, operating systems, and security tools.
Strong analytical and problem-solving skills.",228,monitor security alerts events using siem security information event management tools analyze network traffic logs alerts identify potential security incidents investigate respond security incidents breaches threats collaborate teams departments incident response prevention document escalate incidents according standard operating procedures sops conduct vulnerability assessments recommend remediation actions assist tuning security systems reduce false positives participate threat hunting analysis activities stay date latest cyber threats trends technologies bachelors degree computer science information security related field equivalent experience experience cybersecurity operations preferably soc environment familiarity siem platforms understanding network protocols operating systems security tools strong analytical problemsolving skills
Jobstreet,Computer Science,Delivery Business Systems Analyst,PT Flextronics Technology Indonesia,"Determinate required improvements on the systems, supervising its correct implementation in order to meet customer’s requirements.
Support customer’s application
Analyze new requirements
Supervise staff on the determination of methods and procedures on new assignments.
Write functional and technical specifications for developers
Analyzes, defines and documents system requirements for data, workflow, logical processes, hardware and operating system environment, interfaces with other systems, internal and external checks and controls and outputs.
Analyzes and estimates feasibility, cost, time, compatibility with other systems and computer capabilities.
Determinate required improvements on the systems, supervising its correct implementation in order to meet customer’s requirements.
Support customers application
Use skills to contribute to development of company objectives and principles and to achieve goals in creative and effective ways.
Verify newly developed processes
Develop impromptu reports according to user’s requests
Work on complex issues where analysis of situations or data requires an in-depth evaluation of variable factors.
Implement appropriate HR strategies and actions to recruit and retain a qualified and motivated workforce.
Education background on Systems engineer, Computer science, programming, or related careers; or relevant working experience required
Medical benefits
PTO",229,determinate required improvements systems supervising correct implementation order meet customers requirements support customers application analyze new requirements supervise staff determination methods procedures new assignments write functional technical specifications developers analyzes defines documents system requirements data workflow logical processes hardware operating system environment interfaces systems internal external checks controls outputs analyzes estimates feasibility cost time compatibility systems computer capabilities determinate required improvements systems supervising correct implementation order meet customers requirements support customers application use skills contribute development company objectives principles achieve goals creative effective ways verify newly developed processes develop impromptu reports according users requests work complex issues analysis situations data requires indepth evaluation variable factors implement appropriate hr strategies actions recruit retain qualified motivated workforce education background systems engineer computer science programming related careers relevant working experience required medical benefits pto
Jobstreet,Informatics,IT Infrastructure,PT CERESTAR INDONESIA TBK,"Bachelor’s Degree in Information Technology or Information Systems
Min. of 3 years in a relevant IT support role
Strong understanding of network security principles
Prior experience in firewall management and database administration
Reviewing and resolving end-user technology issues
Troubleshooting and resolving hardware and software problems
Providing training for end-users in hardware and software
Documenting operational problems
Foster effective communication with vendors, users, and IT colleagues
Implement server virtualization and Cloud computing",230,bachelors degree information technology information systems min years relevant support role strong understanding network security principles prior experience firewall management database administration reviewing resolving enduser technology issues troubleshooting resolving hardware software problems providing training endusers hardware software documenting operational problems foster effective communication vendors users colleagues implement server virtualization cloud computing
Jobstreet,Informatics,IT Support Officer,PT LOLC Ventura Indonesia,"Responsibilities:
1. Provide daily technical support for users, especially related to the company’s mobile applications.
2. Troubleshoot and resolve issues related to hardware (PC, printers, etc.), internal systems, and network infrastructure.
3. Install, configure, and maintain desktop computers, laptops, printers, and networking devices.
4. Coordinate with developers to escalate and resolve software application-related issues.
5. Support new employee onboarding by preparing and setting up IT equipment and access.
6. Monitor and ensure the availability and functionality of IT equipment and software.
7. Maintain documentation and provide periodic reports of IT support activities.
8. Assist in IT setup and infrastructure deployment for new office or branch expansion.

Ability / Skills Required
Technical Skills:
1. Ability to support mobile application users and diagnose common issues.
2. Ability to support system end users in resolving functional and technical issues
3. Familiar with helpdesk or ticketing systems (e.g., Jira, Freshdesk) is a plus.
4. Basic knowledge of computer hardware, software, and operating systems Windows.
5. Understanding of networking concepts (IP addressing, LAN, Wi-Fi troubleshooting).
6. Ability to handle installation and configuration of printers and peripheral devices.
Soft Skills:
1. Good problem-solving and analytical skills.
2. Excellent communication skills – both written and verbal.
3. Able to work independently and as part of a team.
4. Detail-oriented and organized in handling multiple tasks.",231,responsibilities provide daily technical support users especially related companys mobile applications troubleshoot resolve issues related hardware pc printers etc internal systems network infrastructure install configure maintain desktop computers laptops printers networking devices coordinate developers escalate resolve software applicationrelated issues support new employee onboarding preparing setting equipment access monitor ensure availability functionality equipment software maintain documentation provide periodic reports support activities assist setup infrastructure deployment new office branch expansion ability skills required technical skills ability support mobile application users diagnose common issues ability support system end users resolving functional technical issues familiar helpdesk ticketing systems eg jira freshdesk plus basic knowledge computer hardware software operating systems windows understanding networking concepts ip addressing lan wifi troubleshooting ability handle installation configuration printers peripheral devices soft skills good problemsolving analytical skills excellent communication skills written verbal able work independently part team detailoriented organized handling multiple tasks
Jobstreet,Informatics,Data Administrator,PT Krakatau Karya Abadi,"Assist data team to reconcile data with sales team
Input data to support data migration project
Data cleaning and data validation
Validate and verify data that will be uploaded to system
Min SMK/SMA/Sederajat, fresh graduates are welcome to apply, willing to Work from Office in Surabaya
Have experience as Data Administrator (preferable)
Able to use formulas in Ms. Excel
Fast learner and easily adapts to highly agile environments",232,assist data team reconcile data sales team input data support data migration project data cleaning data validation validate verify data uploaded system min smksmasederajat fresh graduates welcome apply willing work office surabaya experience data administrator preferable able use formulas ms excel fast learner easily adapts highly agile environments
Jobstreet,Informatics,"Intern, IT SAP",ASIA PULP AND PAPER,"Collaborate effectively with the technical and support teams to ensure seamless operation and optimal performance of the system
Operating the SAP system 
Continuously assist to enhance the existing system 
Accommodate error and troubleshoot issues 
Final year students and Fresh Graduates with a minimum Bachelor's degree in Information Technology/Information System or any related fields are welcome to apply
Familiar with SAP system
Good in English, both writing and speaking
Working arrangement: WFO, Monday-Friday, 08.00-17.00 WIB
Placement: Alam Sutera (Serpong)
Duration: 6 months",233,collaborate effectively technical support teams ensure seamless operation optimal performance system operating sap system continuously assist enhance existing system accommodate error troubleshoot issues final year students fresh graduates minimum bachelors degree information technologyinformation system related fields welcome apply familiar sap system good english writing speaking working arrangement wfo mondayfriday wib placement alam sutera serpong duration months
Jobstreet,Informatics,Application Support Specialist,PT OBS SOLUSI TEKNOLOGI INDONESIA,"Perform daily production support and incident management tasks.
Conduct unit, system integration, and user acceptance testing; document test results.
Analyze incident reports from clients, identify root causes, and recommend solutions or workarounds.
Support source code improvements, new feature enhancements, and technology upgrades.
Collaborate with cross-functional teams and communicate effectively with stakeholders.
Hands-on experience with LINUX (RHEL and CentOS).
Basic knowledge of SQL Queries, Stored Procedures, and Functions.
Strong analytical and problem-solving skills.
Fluent in both Bahasa Indonesia and English.
Excellent interpersonal, communication, and teamwork skills.
Able to work independently and under pressure; responsive and reliable.
Experience in banking projects is preferred.
Understanding of accounting logic is a plus.
Fast learner with a proactive attitude and ownership mindset.",234,perform daily production support incident management tasks conduct unit system integration user acceptance testing document test results analyze incident reports clients identify root causes recommend solutions workarounds support source code improvements new feature enhancements technology upgrades collaborate crossfunctional teams communicate effectively stakeholders handson experience linux rhel centos basic knowledge sql queries stored procedures functions strong analytical problemsolving skills fluent bahasa indonesia english excellent interpersonal communication teamwork skills able work independently pressure responsive reliable experience banking projects preferred understanding accounting logic plus fast learner proactive attitude ownership mindset
Jobstreet,Informatics,Junior System Analyst,Private Advertiser,"Job Desc
- Analyze the needs of IT systems in the company.
- Analyze the company's business flow.
- Arrange and apply the needs of IT systems in the company.
- Evaluate / improve the system to run according to the company's SOP.
- Make a report needed by the user using a program query.
QUALIFICATION
- Educational Background for Informatics Engineering, Computer Science and Settles
- Ever used accounting software / post preferred
- Has SQL Query skills and basic programming.
- Ever used flamerobin to be added.
- Able to think logically / critically
- Understanding the basics of accounting becomes added value.
- Willing to be placed in Bandung",235,job desc analyze needs systems company analyze companys business flow arrange apply needs systems company evaluate improve system run according companys sop make report needed user using program query qualification educational background informatics engineering computer science settles ever used accounting software post preferred sql query skills basic programming ever used flamerobin added able think logically critically understanding basics accounting becomes added value willing placed bandung
Jobstreet,Informatics,Full Stack Developer (IT Opertional Engineer),PT Solusi Pembayaran Elektronik,"D3/S1 Education in IT
Minimum 2 years as a backend engineer or 1 year as a fullstack developer is required.
Mastery of technology such as Docker, Checkmk, Prometheus, Grafana, PMM, and Elastic Stack,
Mastering the PHP programming language and Golang, is the main requirement.
Expertise in database management such as MySQL, Mongodb, Clickhouse, and PostgreSQL, as well as experience with Kubernetes/OCP, Portainers, Rabbit MQ, Gitlab CI, Linux, and Web Server, are also needed.
Understanding of the monitoring and analytic system, as well as the ability to communicate in English, is an important added value",236,ds education minimum years backend engineer year fullstack developer required mastery technology docker checkmk prometheus grafana pmm elastic stack mastering php programming language golang main requirement expertise database management mysql mongodb clickhouse postgresql well experience kubernetesocp portainers rabbit mq gitlab ci linux web server also needed understanding monitoring analytic system well ability communicate english important added value
Jobstreet,Informatics,Project ERP Data Migration (D365FO),Siloam Hospitals Group (Tbk),"Understanding the Blueprint and functional system documents that have been created.
Developing a detailed migration plan and setting the timeline and data migration process. 
Analyzing and preparing data to be migrated from the old system to the new ERP system.
Developing and testing data migration scripts to ensure a successful transition. 
Executing and monitoring the migration process to ensure data is successfully transferred into the ERP system accurately and without disruption. 
Preparing and maintaining data migration documentation. 
Performing data verification and validation after migration to ensure there are no errors or data loss.
Collaborating with the ERP implementation team to ensure proper data migration.
Possessing certification in Database and/or Excel skills is highly preferred. 
Minimum of 2 (two) years of work experience. At least 1 (one) year of involvement in implementing one of the major ERP systems: Microsoft, SAP, or Oracle. Experience in the Healthcare industry is a plus. 
Experience working in an IT consulting or management consulting firm is preferred.
 Well understanding of how ERP systems work. Knowledge of data cleansing and data migration processes. Knowledge of master data management.
 Willing to be assigned to out-of-town tasks.",237,understanding blueprint functional system documents created developing detailed migration plan setting timeline data migration process analyzing preparing data migrated old system new erp system developing testing data migration scripts ensure successful transition executing monitoring migration process ensure data successfully transferred erp system accurately without disruption preparing maintaining data migration documentation performing data verification validation migration ensure errors data loss collaborating erp implementation team ensure proper data migration possessing certification database andor excel skills highly preferred minimum two years work experience least one year involvement implementing one major erp systems microsoft sap oracle experience healthcare industry plus experience working consulting management consulting firm preferred well understanding erp systems work knowledge data cleansing data migration processes knowledge master data management willing assigned outoftown tasks
Jobstreet,Informatics,Power Platform Engineer,PT Karisma Zona Kreatifku,"FOR OUR CLIENT FROM IT CONSULTING COMPANY
Hrybrid working from Sudirman, Central Jakarta
3 months contract (Extendable)
For ASAP Joiner!!
General Requirements:
Senior Experience with 3+ of experience in Microsoft Power Platform development.
Proven experience in building solutions using Power Apps, Power Automate, and SharePoint Development.
Basic IT Knowledge.
Basic Technical Writing Skills for Documentation
English Conversation level fluency
Technical Requirements:
Power Apps:
Experience in building canvas apps and model-driven apps.
Familiar with Dataverse or integration with external data sources (SharePoint, SQL Server, Excel, etc.).
Ability to design user-friendly interfaces and responsive apps.
Power Automate:
Ability to create complex automated workflows across multiple systems.
Integration experience with services like Microsoft 365, Outlook, Teams, SharePoint, and external APIs.
SharePoint Development:
Able develop and customize solutions using SharePoint Online and SharePoint Framework.
Experience in building web parts and customizing UI with HTML, CSS, and JavaScript.
Capable of integrating SharePoint with Power Platform and external system via APIs.",238,client consulting company hrybrid working sudirman central jakarta months contract extendable asap joiner general requirements senior experience experience microsoft power platform development proven experience building solutions using power apps power automate sharepoint development basic knowledge basic technical writing skills documentation english conversation level fluency technical requirements power apps experience building canvas apps modeldriven apps familiar dataverse integration external data sources sharepoint sql server excel etc ability design userfriendly interfaces responsive apps power automate ability create complex automated workflows across multiple systems integration experience services like microsoft outlook teams sharepoint external apis sharepoint development able develop customize solutions using sharepoint online sharepoint framework experience building web parts customizing ui html css javascript capable integrating sharepoint power platform external system via apis
Jobstreet,Informatics,Staff IT,PT Gurita Lintas Samudera,"Manage & Maintenance Server
Implementation of Danaos Office System (All Module)
Implementation of Danaos Vessels System (All Module)
Providing PC, Laptop, Printer, HP, etc. (Office & Vessel) work equipment
Manage & Maintenance Hardware & Software
Background Education Information Technology, Computer Science, or related fields.
Having the same work experience in the shipping or logistics industry is an added value.",239,manage maintenance server implementation danaos office system module implementation danaos vessels system module providing pc laptop printer hp etc office vessel work equipment manage maintenance hardware software background education information technology computer science related fields work experience shipping logistics industry added value
Jobstreet,Informatics,Staff IT,PT Teknik Baja Utama,"Maximum age of 25 years
Bachelor in Information Technology or Computer Science.
Prioritized if it has work experience in the IT field or document administration.
Prioritized if it has work experience with CRM or the like.
Having knowledge related to computer networks, software (software), and hardware (hardware).
Has knowledge about the maintenance of databases and system security.
Able to work in teams.
Able to follow instructions/direction.
Responsible for monitoring, updating, and maintaining operating systems, work devices, databases and maintaining system security.
Responsible for supporting machines such as printers, scanners and so forth.
Participate actively to help data entry and system improvement.
Assist administration of work documents as data material for entry to the system.",240,maximum age years bachelor information technology computer science prioritized work experience field document administration prioritized work experience crm like knowledge related computer networks software software hardware hardware knowledge maintenance databases system security able work teams able follow instructionsdirection responsible monitoring updating maintaining operating systems work devices databases maintaining system security responsible supporting machines printers scanners forth participate actively help data entry system improvement assist administration work documents data material entry system
Jobstreet,Informatics,IT Officer,PT Mutualplus Global Resources,"- Processing the company's database/server and maintaining the security system.- Making programs needed by companies in Business Analyst, Marketing Development .- Integrates data with the Zahir program.",241,processing companys databaseserver maintaining security system making programs needed companies business analyst marketing development integrates data zahir program
Jobstreet,Informatics,Technical Support,PT. Solusi Visindo Teknologi,"Provide pre-sales and post-sales technical support
Troubleshoot hardware, software, and network issues
Assist sales team on system design and architectural proposal based on client requirements and issues
Conduct pre-sales technical consultations to understand customer needs and recommend appropriate solutions
Manage post-sales technical service, addressing any issues or questions that arise after the implementation
Assist with system installation, configuration, and maintenance
Drive initiatives to improve customer experience, competence development, warranty and technical support,  and product recommendation and evaluation
Create test schedule, plans, and reports for new and existing security product
Work closely with clients to ensure seamless integration and operation",242,provide presales postsales technical support troubleshoot hardware software network issues assist sales team system design architectural proposal based client requirements issues conduct presales technical consultations understand customer needs recommend appropriate solutions manage postsales technical service addressing issues questions arise implementation assist system installation configuration maintenance drive initiatives improve customer experience competence development warranty technical support product recommendation evaluation create test schedule plans reports new existing security product work closely clients ensure seamless integration operation
Jobstreet,Informatics,Support System,Private Advertiser,"Minimum Education D3 / S1 Informatics Engineering / Information Systems
Able to communicate well
Willing to travel outside the city
Discipline, Creative and Responsible
Able to work together in a team with good communication
Train users in using applications
Monitoring the use of the system that runs in partners
Receive consultations from the user
Report system problems to the development team",243,minimum education informatics engineering information systems able communicate well willing travel outside city discipline creative responsible able work together team good communication train users using applications monitoring use system runs partners receive consultations user report system problems development team
Jobstreet,Informatics,IT Bahasa speaker Fresher Job (Part time/Remote),Synapse Solution Pvt Ltd,"Understand the company’s software products and services
Present and explain solutions clearly in Bahasa , tailored for client needs
Assist in live product demonstrations to clients
Maintain a professional appearance and tone during online meetings
Communicate effectively in both Bahasa and English
Basic computer skills
English & Bahasa proficiency (spoken)
Strong presentation and communication skills
Native Bahasa speaker with clear, confident communication
Comfortable speaking with business clients
IT student or graduate preferred
Professional attitude and a willingness to learn
Competitive part-time salary and performance-based bonuses
Flexible working arrangements, including the option to work remotely
A collaborative and inclusive team culture that values diversity",244,understand companys software products services present explain solutions clearly bahasa tailored client needs assist live product demonstrations clients maintain professional appearance tone online meetings communicate effectively bahasa english basic computer skills english bahasa proficiency spoken strong presentation communication skills native bahasa speaker clear confident communication comfortable speaking business clients student graduate preferred professional attitude willingness learn competitive parttime salary performancebased bonuses flexible working arrangements including option work remotely collaborative inclusive team culture values diversity
Jobstreet,Informatics,SOFTWARE QUALITY ASSURANCE,PT VOLTRAS International,"Understanding the business needs and requirements from the stakeholder
Testing the product developed by the team and make sure it is working properly as stated in the business needs and requirements
Create the test case and priority, if necessary
Create the test and software documentationRequirement:
Candidate must possess at least Diploma Degree from Reputable University with minimum GPA 2.75
Preferably majoring in Informatics or Information System
Ten-Finger typing
Have an intermediate knowledge/skill with Microsoft Word and Excel
Having knowledge about Relational Database is an advantage
Having knowledge about Software Documentation is an advantage
Having knowledge about Automated Test
Enthusiastic, Honest, Analytical, Fast-learner and Handworkers
Willing to work at Sleman, YogyakartaBenefit:
Competitive Salary
Health Insurance
Excellent working environment
Permanent Employment after working three months as probationary",245,understanding business needs requirements stakeholder testing product developed team make sure working properly stated business needs requirements create test case priority necessary create test software documentationrequirement candidate must possess least diploma degree reputable university minimum gpa preferably majoring informatics information system tenfinger typing intermediate knowledgeskill microsoft word excel knowledge relational database advantage knowledge software documentation advantage knowledge automated test enthusiastic honest analytical fastlearner handworkers willing work sleman yogyakartabenefit competitive salary health insurance excellent working environment permanent employment working three months probationary
Jobstreet,Informatics Engineering,IT Support Network Engineer,PT Swadharma Duta Data,"Qualification:
• Education min D3/S1 majoring in IT or related fields
• Have an understanding of computer networks, TCP/IP LAN
• Have basic knowledge of technology and network devices
• Experienced in the Firewall device operation is preferred
• Can join immediately
• Willing to work shifting",246,qualification education min ds majoring related fields understanding computer networks tcpip lan basic knowledge technology network devices experienced firewall device operation preferred join immediately willing work shifting
Jobstreet,Informatics Engineering,IT/OT engineer (Karawang),PT Karya Solusi Prima Sejahtera,"D3/S1 In IT, Automation Engineering, or Related Field
Minimum of 3 years in IT/digital Systems with Exposure to OT Environments.
Strong understanding of soXware development, network infrastructure, and database management
Proﬁciency in operaBng OPC UA for secure and reliable data exchange.
Basic knowledge of OT, including familiarity with PLCs, SCADA systems, and industrial communicaBon protocols such as Modbus and Ethernet/IP.
Experience with IoT devices and protocols like MQTT is a plus.",247,ds automation engineering related field minimum years itdigital systems exposure ot environments strong understanding soxware development network infrastructure database management proﬁciency operabng opc ua secure reliable data exchange basic knowledge ot including familiarity plcs scada systems industrial communicabon protocols modbus ethernetip experience iot devices protocols like mqtt plus
Jobstreet,Informatics Engineering,IoT Engineer,PT Sky Parking Utama,"PCB Making
Real-time monitoring system
Parking System, Gate Control, or RFID -Based Access Control
OTA (over-the-water) updates.",248,pcb making realtime monitoring system parking system gate control rfid based access control ota overthewater updates
Jobstreet,Informatics Engineering,AI Engineer,PT IT Group Indonesia,"Develop, test and train AI models
Collect, clean, preprocess, and analyze large datasets
Work with other teams to ensure proper data quality and accessibility.
Integrate LLMs and automation models with existing enterprise systems and APIs.
Collaborate with other teams to ensure alignment of AI strategies with company goals.
Stay updated with the latest AI research, trends, and tools
Document AI models, workflows, and system integrations clearly for internal use.
Experience in developing, fine-tuning, and deploying transformer-based models
Expertise in ML techniques (e.g., TensorFlow, PyTorch).
Experience in Data Engineering.
Familiarity with databases (SQL, NoSQL).
Experience with RPA tools
Familiarity with libraries for AI/ML and version control
Experience with containerization (Docker) and orchestration tools (Kubernetes)
Experience in API & System Integration
Having knowledge of AI system security
Ability to analyze complex issues, break them down into manageable tasks, and create efficient solutions.
Ability to work in cross-functional teams, collaborating with engineering, product, operations, and business stakeholders.
Clear communication skills to explain technical concepts to non-technical stakeholders and collaborate effectively across teams
Ability to adapt to fast-paced environments, quickly learning and implementing new technologies or changes in business needs.
Attention to Details
Creative and Innovative",249,develop test train ai models collect clean preprocess analyze large datasets work teams ensure proper data quality accessibility integrate llms automation models existing enterprise systems apis collaborate teams ensure alignment ai strategies company goals stay updated latest ai research trends tools document ai models workflows system integrations clearly internal use experience developing finetuning deploying transformerbased models expertise ml techniques eg tensorflow pytorch experience data engineering familiarity databases sql nosql experience rpa tools familiarity libraries aiml version control experience containerization docker orchestration tools kubernetes experience api system integration knowledge ai system security ability analyze complex issues break manageable tasks create efficient solutions ability work crossfunctional teams collaborating engineering product operations business stakeholders clear communication skills explain technical concepts nontechnical stakeholders collaborate effectively across teams ability adapt fastpaced environments quickly learning implementing new technologies changes business needs attention details creative innovative
Jobstreet,Informatics Engineering,IT Infrastructure Tester,Soedarpo Informatika,"Testing the IT infrastructure made by the developer.
Ensuring the product made by the developer according to the client's needs.
Has a minimum formal educational background S1, prioritized the Department of Information Technology (Informatics Engineering, Computer Science, Information Management, Computer Engineering, Information Systems, and the like).
Understand infrastructure development documents and translate them in testing based on the scenarios that have been prepared.
Mastering matters relating to infrastructure testing such as test plans, test cases, dr tests, performance tests.
Understanding IT infrastructure architecture (server, network, storage, virtualization, cloud) and able to translate them into testing plans and scenarios.
Has a minimum experience of 3 (three) years as an infrastructure engineer/system administrator/engineer with significant responsibilities in the maintenance and validation of infrastructure.
Experienced using infrastructure testing tools such as jmeter, loadrunner, network monitoring tools
Preferably can communicate in Indonesian and English",250,testing infrastructure made developer ensuring product made developer according clients needs minimum formal educational background prioritized department information technology informatics engineering computer science information management computer engineering information systems like understand infrastructure development documents translate testing based scenarios prepared mastering matters relating infrastructure testing test plans test cases dr tests performance tests understanding infrastructure architecture server network storage virtualization cloud able translate testing plans scenarios minimum experience three years infrastructure engineersystem administratorengineer significant responsibilities maintenance validation infrastructure experienced using infrastructure testing tools jmeter loadrunner network monitoring tools preferably communicate indonesian english
Jobstreet,Informatics Engineering,Data Engineer & Optimization,PCS Group,"Optimize database performance:
Support developers with database design, query tuning, and indexing strategies. Review new query development, and maintain and monitor production query performance.
Enhance database programs:
Debug scripts, resolve conflicts, and continuously improve existing database program execution.
Developer enablement:
Provide hands-on troubleshooting for problematic queries. Create and deliver best practice guidance and training on database design and common pitfalls.
Database operations:
Perform backup/restore, indexing maintenance for PostgreSQL & MSSQL Server, and tune PostgreSQL parameters.
Data integration & synchronization:
Manage data migrations using ETL tools and contribute to multi-database synchronization strategies.
Performance monitoring:
Utilize the ELK for log and event data management to aid performance analysis.
Business Intelligence contribution:
Leverage optimized data to inform strategic business decisions.
Expert in SQL & Database Design: Extensive experience with SQL and strong principles of relational database design.
Database Tuning Pro: Proven proficiency in database performance tuning, including advanced knowledge of query execution analysis, indexing strategies, and optimization techniques.
Hands-On Database Experience: Solid experience with PostgreSQL and MySQL. Experience with MSSQL Server (including T-SQL and optimization) is preferred.
ETL & Multi-Database Savvy: Proficient with ETL tools like SSIS, Apache Airflow, and Informatica, and comfortable working in multi-database environments with data synchronization strategies.
Familiarity with the ELK stack (Elasticsearch, Logstash, Kibana).
Familiarity with Python, Apache Kafka, DBaaS on Cloud, and Golang is a plus.
Willing to Work From Office (WFO - BSD CITY)
Exceptional communication skills, able to explain complex technical details clearly.
Strong analytical and problem-solving abilities with a keen eye for detail.
Proactive, self-motivated, and a great team player.",251,optimize database performance support developers database design query tuning indexing strategies review new query development maintain monitor production query performance enhance database programs debug scripts resolve conflicts continuously improve existing database program execution developer enablement provide handson troubleshooting problematic queries create deliver best practice guidance training database design common pitfalls database operations perform backuprestore indexing maintenance postgresql mssql server tune postgresql parameters data integration synchronization manage data migrations using etl tools contribute multidatabase synchronization strategies performance monitoring utilize elk log event data management aid performance analysis business intelligence contribution leverage optimized data inform strategic business decisions expert sql database design extensive experience sql strong principles relational database design database tuning pro proven proficiency database performance tuning including advanced knowledge query execution analysis indexing strategies optimization techniques handson database experience solid experience postgresql mysql experience mssql server including tsql optimization preferred etl multidatabase savvy proficient etl tools like ssis apache airflow informatica comfortable working multidatabase environments data synchronization strategies familiarity elk stack elasticsearch logstash kibana familiarity python apache kafka dbaas cloud golang plus willing work office wfo bsd city exceptional communication skills able explain complex technical details clearly strong analytical problemsolving abilities keen eye detail proactive selfmotivated great team player
LinkedIn,Computer Science,AWS Engineer,JAC Recruitment,"Any graduates who have experience as AWS Engineer & Cloud computing.
Preferably from IT/Computer Science graduates with AWS, Cloud Computing experience.
Able to work with Sales team, provide case by case AWS & IT consultations to clients to create client's repeat order.
Able to speak English and Indonesian.
Mainly support local clients (Indonesian companies) in their digital transformation journey.
Design, build, operate, and maintain AWS environments.
Understand client needs and propose/implement optimal AWS solutions.
Provide technical support and consulting related to AWS.
Collaborate with the team to ensure project success.
Stay up to date with the latest AWS technologies and trends.",252,graduates experience aws engineer cloud computing preferably itcomputer science graduates aws cloud computing experience able work sales team provide case case aws consultations clients create clients repeat order able speak english indonesian mainly support local clients indonesian companies digital transformation journey design build operate maintain aws environments understand client needs proposeimplement optimal aws solutions provide technical support consulting related aws collaborate team ensure project success stay date latest aws technologies trends
LinkedIn,Computer Science,System Management Specialist,InterSystems,"Support defined technical system areas and provide system management support for TrakCare products to existing customers and new implementations.
Responsible for the overall delivery of the System Architecture Plan and management of associated resources and activities to ensure that software is delivered and deployed in line with upgrade project requirements.
Communicate with the technical team to obtain technical support when required and obtain standards for the ongoing support of TrakCare Products.
System performance monitoring and responding to client site calls and internal stakeholder groups on via iService Support Portal system.
Be a Subject Matter Expert (SME) for TrakCare focused on infrastructure and platform areas
Support the process of installing TrakCare patches/releases/builds on the required customer platforms in accordance with quality assurance protocols, best practice and Service Level Agreements (SLAs).
Perform system restore/backup operations and implement appropriate processes for data protection, disaster recovery, and failover procedures.
Provide technical support for troubleshooting and performance analysis for TrakCare installations.
Provide hardware assessments and reviews of current architectures for system upgrades and new implementations.
Monitoring and responding to technical issues via our helpdesk application, iService Support Portal.
Supporting and testing of TrakCare internal and external utilities, e.g. patching tool, print service etc
Assistance to Presales for any technical request such as architecture, configuration, hardware sizing etc
Production of training materials for technical courses such as system administration.
Production of technical documentation such as build specifications, run sheets, reference materials, installation instructions, user guides, knowledge-base articles and how-tos.
Participate in the on call 24-hour support service as required.
Other duties may be directed by the Company from time to time.
Unix or Linux System Administration (RHEL) experience with Apache configurations is essential.
Proven complex troubleshooting experience.
Primary administration of servers covering installations, upgrades and day-to-day maintenance and operation.
Creating documentation for the successful support of the service in the production environment and coordinating handover of the service to the technical support team
Working knowledge of virtualization and hypervisors.
Experience with basic programming, scripting, and automation tools.
Experience in installing, configuration and managing InterSystems’ IRIS Data Platforms and Databases is a plus.
Knowledgeable in InterSystems Caché object script programming language is a plus.
I.T. Certifications in Linux, MCSE or other network related fields highly desirable.",253,support defined technical system areas provide system management support trakcare products existing customers new implementations responsible overall delivery system architecture plan management associated resources activities ensure software delivered deployed line upgrade project requirements communicate technical team obtain technical support required obtain standards ongoing support trakcare products system performance monitoring responding client site calls internal stakeholder groups via iservice support portal system subject matter expert sme trakcare focused infrastructure platform areas support process installing trakcare patchesreleasesbuilds required customer platforms accordance quality assurance protocols best practice service level agreements slas perform system restorebackup operations implement appropriate processes data protection disaster recovery failover procedures provide technical support troubleshooting performance analysis trakcare installations provide hardware assessments reviews current architectures system upgrades new implementations monitoring responding technical issues via helpdesk application iservice support portal supporting testing trakcare internal external utilities eg patching tool print service etc assistance presales technical request architecture configuration hardware sizing etc production training materials technical courses system administration production technical documentation build specifications run sheets reference materials installation instructions user guides knowledgebase articles howtos participate call hour support service required duties may directed company time time unix linux system administration rhel experience apache configurations essential proven complex troubleshooting experience primary administration servers covering installations upgrades daytoday maintenance operation creating documentation successful support service production environment coordinating handover service technical support team working knowledge virtualization hypervisors experience basic programming scripting automation tools experience installing configuration managing intersystems iris data platforms databases plus knowledgeable intersystems caché object script programming language plus certifications linux mcse network related fields highly desirable
