job_source,keyword,job_title,company,job_description,job_id
LinkedIn,Information Systems,CRM Functional Consultant,Nityo Infotech Services Pte Ltd,"Domain experience:
Minimum 3 full-cycle CRM Application project implementations.
Education:
Bachelor’s degree with a minimum GPA of 3.00
Technical and Functional Expertise:
Proven experience as a Business Analyst in CRM domain.
Strong understanding of customer business processes and requirements analysis.
Proficiency in mapping business requirements to CRM system best practices.
Skilled in conducting system fit-gap analysis to identify functional gaps.
Experience in managing and maintaining development tasks and collaborating with technical/programmer teams.
Advisory and Documentation Skills:
Ability to advise clients on CRM best practices and recommend process improvements.
Competence in creating comprehensive project documentation including business requirements, functional specifications, and user manuals.
Communication and Interpersonal Skills:
Excellent business communication skills in English (verbal and written).
Strong interpersonal skills with the ability to work effectively in a team.
Work Environment:
Willingness to work from office (WFO), primarily at client locations.",92
LinkedIn,Information Systems,Site Project Manager,PT. Tekniko indonesia,engineer,93
LinkedIn,Information Systems,Product Analyst,Trustmedis,"Trustmedis
#Healthtech solution that you can trust
#Health Application No. 1 in Indonesia
Opening Job Vacancies #Productanalyst (📍 PLANTING: Sumbawa)
Main task :
1. Monitoring & accommodating requests from trustmedis clients
2. Analyze the business process of trustmedis client requests
3. Making a Trustmedis Client's Flowchart Flowchart
4. Discuss with stakeholders and trustmedis internal teams
Condition :
- D3 Information Systems/Information Technology Graduates
- Able to make a flowchart
- Understand business processes in the health sector
- Discipline, firm, thorough
Send the latest CV to email:
📩 hrd@ts.co.id
Subject: Dedicated Product Analyst
⏰ Limits of Lighting: May 31, 2025",94
LinkedIn,Information Systems,T24 Developer,SIGMATECH,"Responsibility:
1. Build efficient and reusable components
2. Build scaling back-end services
3. Write clean, reusable, maintainable code using Temenos
4. A team-oriented approach, with A willingness to receive feedback and iterate on designs
5. Design, Write and deliver software to improve the availability, scalability, latency, and efficiency of application services
6. Designing, enhancing and building out new features and services
7. Design and implement RESTful APIs
8. Work with team to create new Design/architectures geared towards scale and performance
9. Engage in service capacity and demand planning, software performance analysis, tuning and optimization
10. Work with team to define and prototype feature specifications",95
LinkedIn,Information Systems,IT Security Specialist,"PT. Lippo Karawaci, Tbk","Monitor network traffic for suspicious behavior.
Implement and maintain firewalls, antivirus software, and other security tools.
Conduct regular system audits and vulnerability assessments.
Respond to security incidents and investigate breaches.
Develop and enforce security policies and procedures.
Keep up to date with the latest security threats and technology trends.
Bachelor's degree in Computer Science, Information Technology, Cybersecurity, or related field.
Basic knowledge of firewalls, intrusion detection systems (IDS), and antivirus software.
Familiarity with operating systems (Windows) and networking concepts.
Strong problem-solving and analytical skills.
Relevant certifications (e.g., CompTIA Security+, CEH, CISSP) are a plus.",96
LinkedIn,Information Systems,ISO Management System Auditor,Company Confidential (Private),"Company Description
PT Sistem Unggul Terintegrasi (Sustaincert.id)
Responsibilities
This is a full-time, on-site role for an ISO Management System Auditor located in Batam. The ISO Management System Auditor is responsible for conducting audits of management systems against ISO standards, preparing audit reports, and ensuring compliance with regulatory requirements. The role involves evaluating the adequacy and effectiveness of management systems, identifying areas for improvement, and providing recommendations to enhance processes. The auditor will collaborate with various teams to ensure continuous improvement and adherence to ISO standards.
Qualifications
Quality Assurance/Engineer skills
Analytical Skills and Auditing experience
Excellent written and verbal communication skills
Able to communicate in English (Written & Oral)
Good reporting skill using MS Office
Ability to work independently and within a team
Bachelor's degree in a relevant field such as Business Management, Information Technology, Occupational Health & Safety, or related area
ISO Lead Auditor (specially for Quality, Environment, Occupational Health & Safety, Information Security, Anti Bribery, etc.) certification is a plus
Experience in the certification industry is beneficial
Benefit
Salary & Allowance
Insurance
Training to maintain & upgrade competency facilitated by Company",97
LinkedIn,Information Systems,Financial Data Analyst and Reporting,Monee,"Collaborate with other team members to ensure availability, integrity, and quality of financial data analysis and reports for internal and external stakeholders.
Responsible for incorporating business perspective and financial regulations in monitoring and managing the company’s portfolio and money flow using various financial tools.
Produce and generate recommendations/actionable insights to strategize and manage the company’s portfolio and money flow based on various credit risk metrics.
Serve as an in-consultant who simplifies complex terminologies into more understandable insights to internal and external stakeholders.
Conduct ad-hoc analysis to support decision making and special projects.
Be Subject Matter Expert (SME) in compliance regulatory reports for multi-finance and/or P2P lending.
Produce and generate reports consistently across all different reports and in a timely manner.
Adhere to software development best practices, including test-driven development.
Master's or Bachelor's degree in quantitative fields or a relevant field of study.
1+ years of relevant experience working as Financial Reporting/Data Analytics/Business Intelligence/Management Information System in banking/multi-finance/P2P lending.
Outstanding fresh graduates are welcome to apply.
Experience working or involved in compliance regulatory reports such as SLIK, SILARAS, APOLO, FDC, PUSDAFIL.
Experience working or involved in creating business plans or funding deals with external parties.
Experience in analyzing financial statements will be a huge advantage.
Experience working or involved in Estimated Credit Loss (ECL) calculation.
Familiarity with financial tools such as joint-finance, channeling, or asset-backed securities.
Experience working with one or more languages for querying (e.g. SQL, Spark).
Experience working with BI tools (e.g Tableau, PowerBI, Looker).
Experience working with advanced languages like Python.
Ability to converse in English and Bahasa Indonesia to communicate with internal and external stakeholders.
Exceptional interpersonal skills and a self-starter with a can-do attitude.",98
LinkedIn,Information Systems,Freelance Cyber security Consultant,Kitameraki,"Certifications:Cisco Certified (e.g., CCNA Security, CCNP Security), Certified Ethical Hacker (CEH), ISO 27001 Lead Implementer/Auditor, or equivalent recognized certifications.
Experience:Proven track record in vulnerability assessment, penetration testing, and information security management.
Knowledge:Familiarity with network security, risk assessment, and compliance frameworks.
Performhands-on security assessments and penetration testingacross infrastructure and applications.
Identify vulnerabilities and recommend remediation strategies.
Ensure alignment with ISO 27001 standards and other cybersecurity frameworks.
Deliver detailed reports and briefings on findings and recommendations.
Apractical, execution-oriented mindsetwith a passion for proactive cybersecurity.
Strong analytical and problem-solving skills.
Ability to work independently and meet project deadlines.
Excellent communication to present findings and recommendations.",99
LinkedIn,Information Systems,SYSTEM INTEGRATION (SECT. HEAD),PT. Suryaraya Rubberindo Industries,"RESPONSIBILITIES
Task details
Conducting the procurement, recording, installation/configuration process, maintenance and handling of level 1 improvement of all information system support infrastructure.
Qualifications:
Choose Education Level - SMA/SMK D3 S1 S2 S3
Sri did not charge any fees during the recruitment process.
The information and data applicants gave during the SRI recruitment process are true and true. If there is invalid information and data, SRI can stop the applicant recruitment process.
Applicant's personal data will only be used for the benefit of the recruitment process. Sri will not share applicants' personal information with other individuals or organizations without the permission of applicants, unless it is needed legally.
Applicants approve of giving data as requested by Sri
Applicants approve the data provided for use by SRI during the recruitment process.",100
LinkedIn,Information Systems,Graphic Designer,Handduk By Today,"Design and create marketing collaterals including social media posts, advertising content, print materials, e-commerce banners and covers, in alignment with our brand guidelines. This includes editing short videos/reels (subtitles and headlines only).
Create key visuals (KV) and layouts based on briefs.
Collaborate with the social media team for creative exploration.
Assist in developing and executing design concepts for all internal graphic design needs through visual storytelling and creative solutions that follow brand guidelines.
Generate visuals that resonate with our target audience.
Preferably fresh graduates (Bachelor’s degree in Multimedia/Graphic Design, Visual Communication Design, or any related major).
Proficient in design tools such as Adobe Photoshop and Illustrator, with a strong understanding of design principles and techniques.
A good eye for beauty and aesthetics.
Experience in designing social media layouts, POP materials, video editing, or motion graphics.
Strong team player with the ability to contribute ideas and approach tasks creatively.
Willing to work remotely.",101
LinkedIn,Information Systems,Technical Support Specialist,Influx,"Troubleshoot and resolve technical issues or escalate as needed.
Handle device setup, enrollment, and system alerts.
Keep internal documentation up to date.
Deliver support within SLA guidelines with strong English communication.
Excellent English fluency (IELTS/TOEFL a plus).
Strong communication and problem-solving skills.
Familiarity with operating systems (Windows/macOS/mobile).
Basic IT knowledge and eagerness to grow in tech support.
Experience withMicrosoft Intune or Active Directory.
Basic experience in anyprogramming languagewith good logic.
PowerShell or scripting language experience.
Familiarity with SCCM, remote support, or endpoint management.
Work-from-home setup.
Collaborative, high-performance culture.
International clients and teammates.
Ongoing training and growth opportunities.
Treat others as you’d like to be treated.
Follow through and show, don’t tell.
Prioritize listening.
Focus on facts.
Open to candidates fromIndonesia or the Philippines only.
Influx will never ask for payments during recruitment.",102
LinkedIn,Information Systems,Associate Client Project Manager,"NTT DATA, Inc.","Interfaces with all project stakeholders to take projects from original concept through to final implementation
Contributes to the pre-sales process by providing proposals
Ensures that the project delivers the as-sold solution, remains within baseline budget, and is delivered on time while achieving quality criteria and maintaining client satisfaction
Manages client satisfaction, commitment, and expectations to high service levels and manage escalations adequately
Manages the entire project lifecycle, ensuring that client requirements are met, timelines are adhered to, and deliverables are achieved
Ensures effective project planning, stakeholder management, team coordination, risk mitigation, and quality assurance
Performs any other related task as required.
Relevant project management skills, including the ability to plan, organize, and execute projects from initiation to completion.
Ability to establish strong relationships with internal stakeholders and external clients.
Excellent client-centricity skills and ability to work at client sites.
Ability to manage customer satisfaction, commitment, and expectations to high service levels and manage escalations adequately.
Good written and verbal communication skills.
Ability to work in high-pressure environments.
Ability to manage urgent asks simultaneously.
Some business acumen and commercial skills.
Collaborative, passionate, strong initiative, self-driven with a commitment to succeed
Decisive with good attention to detail.
Applies knowledge and basic problem-solving techniques to define and resolve problems.
Works on problems of limited scope.
Bachelor's degree or equivalent in business and / or project management or related field.
Relevant project management certifications preferably PMP required.
ITIL certification is beneficial.
Basic entry-level project management experience preferably in a multinational professional services environment.
Proven client engagement experience.
Basic understanding of the project life cycle.
Basic competency in project change management.
Basic experience managing expectations when balancing alternatives against business and financial constraints.",103
LinkedIn,Information Systems,Cloud Solution Architect,PT Sisnet Mitra Sejahtera,"Design scalable and secure cloud solutions
Lead integration and migration projects
Collaborate with clients to define technical requirements
Provide consulting on cloud strategy and optimization
Ensure solution alignment with industry best practices
Strong background in solution architecture and software development
Proven experience in consulting and systems integration
Familiarity with multi-cloud platforms (Alibaba Cloud, Huawei Cloud, AWS, Google Cloud)
Excellent analytical, communication, and presentation skills
Cloud certifications are a plus
Bachelor’s degree in Computer Science or a related field",104
LinkedIn,Information Systems,IT OPERATION (SECT. HEAD),PT. Suryaraya Rubberindo Industries,"RESPONSIBILITIES
Task details
Conduct an analysis process of the needs of the process of the development system in the Manufacuring area and determine the right technology in supporting these needs.
QUALIFICATION:
Choose the Province - AcehBalibantenbengkuludi Yogyakartadki JakartaGorontalojambi West Java Central Java East KalimantanKalimantan South KalimantanKalimantanKalimantan East Kalimantan UtaraKeparan Bangka Belitungkepungan Riaulampungmaluku Tenggara Tenggara Tenggara Tenggara Tenggarasulawesi Utarasumatera BaratSumatera Selatan North Sumatra
Choose Education Level - SMA/SMK D3 S1 S2 S3
Sri did not charge any fees during the recruitment process.
The information and data applicants gave during the SRI recruitment process are true and true. If there is invalid information and data, SRI can stop the applicant recruitment process.
Applicant's personal data will only be used for the benefit of the recruitment process. Sri will not share applicants' personal information with other individuals or organizations without the permission of applicants, unless it is needed legally.
Applicants approve of giving data as requested by Sri
Applicants approve the data provided for use by SRI during the recruitment process.",105
LinkedIn,Information Systems,Golang Developer,Ruang Partners,"Proficiency in Golang Experience in backend development
Strong problem-solving skills
Open to junior, mid, and senior-level candidates.",106
LinkedIn,Information Systems,Account Manager,Password Solusi Sistem,"Min Bachelor degree Electrical, Information or Computer Engineering
Must have product knowledge at Enterprise IT Solutions
Have experience in Modern Data Center Infrastructure project
Self Driven to achieve company target & customer oriented",107
LinkedIn,Information Systems,Service Desk Engineer,"NTT DATA, Inc.","Provides an administrative support service to the Managed Services Client Service Desk team.
Provides entry level administrative tasks as required by the team.
Ensure the correct escalation procedure is followed on all critical calls and requests.
May be responsible for receiving, validating, and logging client requests, capturing the detail of the request.
Assists with analyzing and interpreting escalation requests to ensure the correct categorization and prioritization.
Ensures all relevant documents related to the tickets / requests are maintained, including the client’s information.
Performs any other related task as required.
Ambitious self-starter with the ability to work under general direction.
Ability to use sound judgment to escalate an issue to a higher level.
Displays a methodical in approach to ticket resolution.
Demonstrates ability to interact with a variety of stakeholders.
Demonstrates required integrity to ensure excellent client service and retention.
Good attention to detail and client focused.
Strong and effective verbal and written communication skills.
Ability to work in 24X7 shift structure, based on a defined roster as required.
High School Certification or diploma or equivalent.
Basic to moderate level years of experience
Basic to moderate level experience level in the Technology Industry and Call Centre environment",108
LinkedIn,Information Systems,PROCESS ENGINEERING MIXING - JUNIOR ENGINEER,PT. Suryaraya Rubberindo Industries,"Compile and plan strategy process engineering,
Carry out the realization of Masproduction Materials, Processes, Machines, Tools and New Products,
Conduct improvement, research & development engineering process that has been running and sustainable.
Choose the Province - AcehBalibantenbengkuludi Yogyakartadki JakartaGorontalojambi West Java Central Java East KalimantanKalimantan South KalimantanKalimantanKalimantan East Kalimantan UtaraKeparan Bangka Belitungkepungan Riaulampungmaluku Tenggara Tenggara Tenggara Tenggara Tenggarasulawesi Utarasumatera BaratSumatera Selatan North Sumatra
Choose Education Level - SMA/SMK D3 S1 S2 S3
Sri did not charge any fees during the recruitment process.
The information and data applicants gave during the SRI recruitment process are true and true. If there is invalid information and data, SRI can stop the applicant recruitment process.
Applicant's personal data will only be used for the benefit of the recruitment process. Sri will not share applicants' personal information with other individuals or organizations without the permission of applicants, unless it is needed legally.
Applicants approve of giving data as requested by Sri
Applicants approve the data provided for use by SRI during the recruitment process.",109
LinkedIn,Information Systems,Odoo Developer (Custom Inventory System for Waste Collection),Geo Trash Management,"Mobile-Friendly Interface: For field teams to log collections.
Automated Receipts: Generated instantly for suppliers (printed or digital).
Real-Time Inventory Updates: Waste quantities sync to central Odoo inventory.
Supplier Self-Registration Portal: Community members can sign up via a website form (name, address, contact, DoB).
Develop asimplified Odoo mobile interface(or PWA) for field teams to:
Scan/input waste quantities (by weight/category).
Select registered suppliers from a dropdown.
Generate auto-numbered receipts (PDF/SMS/print).
Customwebsite form(Odoo CMS) for suppliers to:
Register accounts (name, address, phone, DoB).
View transaction history.
Optional: Track earnings/payments.
Waste collection data auto-updatesOdoo Inventory(stock moves, categories).
Dashboard for managers (total waste collected, supplier stats).
Barcode/QR Scanning(for supplier/plastic type identification).
SMS Gateway(for receipt delivery, e.g., Twilio/WhatsApp).
Portfolio: Showcase past Odoo mobile/inventory projects.
Testing: Developer must demo aproof-of-concept(e.g., mock receipt flow).
Communication: Fluent in English/Indonesian; responsive to feedback.",110
LinkedIn,Accounting Information Systems,Information Technology Project Manager,PT 360 Teknologi Indonesia,"Hi Everyone,
PT 360 Teknologi Indonesia is Hiring
-IT Project Manager
(Minimum One years experience)
If you think you are a suitable candidate, please send your updated CV through email abdul.sidik@360consulting.co.id",111
LinkedIn,Accounting Information Systems,Administrator,PT RMS SUMEDANG,"Working in a distributor company as an invoice admin, managing Dikumen, experts in the field of Microsoft Excel",112
LinkedIn,Accounting Information Systems,2D Spine Animator for Slot Games,Code Orion,"Create Dynamic Slot Animations:Design and animate slot game characters, symbols, backgrounds, and UI elements using Spine 2D.
Elevate Visual Appeal:Bring our games to life by adding fluid, stylized, and engaging animations that resonate with players.
Collaborate Across Teams:Work closely with game designers, artists, and developers to ensure animations align with gameplay mechanics and visual aesthetics.
Optimize for Performance:Balance quality and performance by ensuring animations run smoothly on various platforms.
Iterate for Excellence:Refine animations based on feedback to achieve the highest level of polish within project timelines.
Expertise in Spine 2D Animation:Proven experience creating stylized animations for slot games using Spine.
Understanding of Slot Game Dynamics:Knowledge of slot game mechanics, pacing, and player engagement principles.
Creativity & Style:A strong portfolio demonstrating imaginative animations and a keen eye for appealing movement and timing.
Technical Proficiency:Familiarity with integrating Spine animations into game engines. Experience with Unity is a plus.
Collaboration Skills:Ability to work in a team-oriented environment and communicate effectively with cross-functional teams.
Software Knowledge:Experience with animation tools like Adobe After Effects or Photoshop is a bonus.
Passion for Gaming:A love for games and an understanding of what makes them visually and emotionally engaging.
Experience with VFX for slot games
Knowledge of 2D art and design principles
Familiarity with other animation tools and pipelines
Be part of a creative and innovative team shaping the future of slot games.
Work on exciting projects with opportunities to see your animations in action.
A supportive, collaborative environment where your ideas and talents are valued.",113
LinkedIn,Accounting Information Systems,Client Advisor - Palembang,UOB,"About UOB
United Overseas Bank Limited (UOB) is a leading bank in Asia with a global network of more than 500 branches and offices in 19 countries and territories in Asia Pacific, Europe and North America. In Asia, we operate through our head office in Singapore and banking subsidiaries in China, Indonesia, Malaysia and Thailand, as well as branches and offices. Our history spans more than 80 years. Over this time, we have been guided by our values – Honorable, Enterprising, United and Committed. This means we always strive to do what is right, build for the future, work as one team and pursue long-term success. It is how we work, consistently, be it towards the company, our colleagues or our customers.
About The Department
Job Responsibilities
Job Requirements
Be a part of UOB Family
UOB is an equal opportunity employer. UOB does not discriminate on the basis of a candidate's age, race, gender, color, religion, sexual orientation, physical or mental disability, or other non-merit factors. All employment decisions at UOB are based on business needs, job requirements and qualifications. If you require any assistance or accommodations to be made for the recruitment process, please inform us when you submit your online application.
Apply now and make a difference.",114
LinkedIn,Accounting Information Systems,Dosen Bisnis Digital,Muhammadiyah University of Surakarta,"COMPANY DESCRIPTION: Muhammadiyah University Surakarta (UMS) was officially established on October 24, 1981 as one of the Higher Education Institutions under Muhammadiyah. Starting from the Teaching and Education Faculty, Muhammadiyah University of Jakarta Surakarta Branch in 1957 which was pioneered by Mrs. Sudalmiyah Suhud Rais, Mr. Radjab Bulan Hadipurnomo, Mr. Muhammad Syafa'at Habib, Mrs. Sulastri Gito Atmodjo, and K.H. Syahlan Rosyidi, UMS then developed into IKIP Muhammadiyah Surakarta and Surakarta Muhammadiyah Islamic Institute (IAIM) in the 60s. Entering 1979, Drs. H. Mohamad Djazman, Chancellor of IKIP Muhammadiyah Surakarta initiated the merging of IKIP Muhammadiyah Surakarta with IAIM Surakarta to become a Muhammadiyah University of Surakarta. Job Description:
Digital Business Lecturer",115
LinkedIn,Accounting Information Systems,Technical Consultant Graduate Program (SAP),PwC South East Asia Consulting,"As a participant, you will embark on an intensive learning journey tailored to one of our core technologies: SAP
The programme offers a blend of classroom training, self-paced online modules, and hands-on shadowing experiences. You will be paired with a seasoned buddy who will guide you and allow you to observe real-world applications of the technology.
Additionally, you will engage in Application Management Services, where you will handle actual job tasks and work on tickets, providing you with practical, on-the-job training.
During the last part of the programme, you will transition to billable projects as a junior resource, giving you the opportunity to contribute to real projects, gain invaluable hands-on experience, and start adding value to your team right away.
Upon successful completion of the program, you will officially work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution.
Help clients maximize the value of their SAP investments.
Implement industry-specific ERP solutions.
Leverage the latest technologies in mobile, analytics, and cloud solutions to enable business-led, technology-enabled change.
Drive significant improvements in areas such as sales, finance, supply chain, engineering, and human capital.
Gain exposure to diverse and challenging projects, develop a deep understanding of various industries, and make a tangible impact on clients' business operations.",116
LinkedIn,Accounting Information Systems,IT Solutions and Systems Officer,Backslash Creative Nusantara,"Develop and enhance software solutions to support ERP systems and other internal tools.
Quickly assess business requirements and translate them into practical technical solutions.
Work closely with cross-functional teams to understand operational challenges and propose appropriate IT interventions.
Maintain and optimize databases; ensure efficient data storage, retrieval, and reporting.
Troubleshoot system issues independently and implement sustainable fixes.
Stay updated with evolving technologies relevant to business process improvement.
Proven hands-on experience in developing and maintaining ERP-related software.
Solid understanding of SQL and Relational Database Management Systems (RDBMS).
Strong analytical and problem-solving skills; able to work independently without micromanagement.
Comfortable working in a fast-paced, dynamic, and ambiguity-tolerant environment.
Proactive, detail-oriented, and able to propose solutions rather than just raise issues.
Familiarity with back-end technologies, APIs, or integration frameworks.
Fluency in English (conversational and written)",117
LinkedIn,Accounting Information Systems,Copywriter,RiDiK (a Subsidiary of CLPS. Nasdaq: CLPS),"If you’re passionate about storytelling, up to date with trends, and skilled at writing copy that captures attention and aligns with brand voice, we’d love to hear from you!
𝑱𝒐𝒃 𝑫𝒆𝒔𝒄𝒓𝒊𝒑𝒕𝒊𝒐𝒏:
- Write captivating content for social media platforms, including Instagram, Twitter, and Tiktok.
- Develop captions, short stories, and copy that engage and inspire.
- Research trends and understand the target audience to optimize content.
- Ensure all content reflects the brand's tone and voice.
𝑸𝒖𝒂𝒍𝒊𝒇𝒊𝒄𝒂𝒕𝒊𝒐𝒏:
- Strong writing skills with a portfolio of social media content.
- Creative, detail-oriented, and skilled in adapting different tones.
- Knowledge of digital marketing and content strategies.
About Us
Founded in 2010, Ridik Pte. Ltd. (“Ridik”) is a Singapore-based IT solutions provider specializing in banking, wealth management, and e-commerce. As a wholly-owned subsidiary of CLPS Incorporation (Nasdaq: CLPS), we leverage global resources to deliver innovative, tailored solutions across Asia Pacific, North America, and the Middle East. Our expertise in big data, cloud, AI, and blockchain powers solutions like CAKU, a credit card core system, and our new-generation loan system. We help clients optimize operations, drive innovation, and achieve measurable results. Ridik’s mission is to be the trusted partner for businesses seeking to leverage technology for sustainable growth. We excel at guiding clients through complex IT challenges, implementing robust solutions, and ensuring operational excellence. With a strong focus on Southeast Asia, we provide tailored support that is aligned with local market dynamics. To expand our global reach, we established six overseas delivery centers in Hong Kong, mainland China, Malaysia, India, the Philippines, and Dubai, harnessing local talent while maintaining our high service standards.
With a proven track record of success, Ridik helps businesses navigate the digital landscape, mitigate risks, and unlock new opportunities. We foster a culture of innovation, continuously exploring emerging technologies to deliver cutting-edge solutions that drive business growth.
Partner with Ridik to achieve your IT goals and gain a competitive edge. Contact us at <bd@ridik.net>.",118
LinkedIn,Accounting Information Systems,Software Engineer,PT. Alahirta Food Group,"Develop quality software and web applications
Analyze and maintain existing software applications
Design highly scalable, testable code
Discover and fix programming bugs
Bachelor's degree or equivalent experience in Computer Science or related field
Development experience with programming languages
SQL database or relational database skills
Curiosity and ability to quickly adapt to emerging AI technologies
Familiar with AI libraries and frameworks",119
LinkedIn,Accounting Information Systems,Engineering Positions,Raditya Holdings,Fresh graduate or experienced. Ready to work.,120
LinkedIn,Accounting Information Systems,odoo programmer,Live At PT. Bina Megah Indowood,"Oriented to the deadline
Have the ability to learn new technology
Careful about the details and desires to further investigate the data",121
LinkedIn,Accounting Information Systems,Fresh graduate & profesional experience development program,SOLID GROUP,"Senior high school, vocational high school, diploma 3, bachelor degree
Fresh graduate welcome to apply
Have experience as a spv or leader
Have experience in financial industry (preferable)
Have communication and presentation skill
Able using microsoft office (word, excel, power point)
Have laptop or tablet is a plus (not main requirement)
Can work with team of individual
Want to have self development
Ready to work at central jakarta
Jobdesk will inform in interview stage",122
LinkedIn,Accounting Information Systems,PHP Developer,College of Contract Management United Kingdom,"Industry:
Education
Location:
International Financial Tower 2, 19th Floor, Jl. Jenderal Sudirman Kav. 22-23, RT.10/RW.1, Kuningan, Karet, Kecamatan Setiabudi, Jakarta 12920
Job Type:
Full-Time, Onsite
About the College of Contract Management:
The College of Contract Management in the United Kingdom is a leading global college for Engineering, Construction, Management, Business, IT and Software, and CPD courses. We offer our live online and face to face courses, designed for working professionals who are looking to enhance their skill basis and confidence. We are having a year of grown, launching a wealth of new courses and we are looking to increase our team with motivated individuals who can bring new ideas and energy to the office.
PLEASE NOTE WE WILL BE OFFERING IN PERSON INTERVIEWS ONLY FOR THIS POSITION.
Job Description
This is an excellent opportunity for an enthusiastic and ambitious developer to work and help drive projects whilst becoming integral in the strategic technical road map of the company. This role offers plenty of scopes to develop within the team.
The successful applicant will have previously worked web portals and will have a good understanding of existing and emerging web technologies. As well as be able to programme systems and sites from scratch.
This will be an in office-based position in our office in IFC2.
Key Responsibilities:
- Developing our CRM and Tasks Assigning portal to ensure it is clear and user friendly
- Communicate with a variety of technical and non-technical audiences to share knowledge and ideas, provide updates, influence, challenge and take on feedback.
- Implement new & maintain existing business-critical solutions.
- Suggest improvements or new technologies
Key Requirements:
- A positive can-do attitude
- Proven experience with CodeIgniter or Laravel
- Knowledge of PHP web frameworks (preferably CodeIgniter)
- Familiarity with MySQL/SQL databases
- Experience of Object Orientated development
- Knowledge of front-end technologies including CC3, HTML5, JavaScript and jQuery Proven experience with CSS/CSS3 and HTML/HTML5
- Familiarity with performing basic commands in Linux
Benefits of working for the CCM:
- Base salary
- Great work-life balance
- Joining a friendly team.
- Focus on personal development for future progression at the CCM",123
LinkedIn,Accounting Information Systems,IT BA SAP Non Fico - Samarinda,PT Samudra Maju Perkasa,"Company Description: Run by certified and competent human resources in every line, we are ready to provide full support for your business. We always ensure the availability of our production units to achieve our client’s production targets. We comply with the regulations set by the government and implement a mining safety management system. With a more competitive rate, we are committed to provide optimal performance and solutions to support your company business. Job Description:
IT BA SAP Non Fico - Samarinda",124
LinkedIn,Accounting Information Systems,Project Management Officer,The Daily,"Plan, manage, and monitor the execution of various creative projects from start to finish
Collaborate with the content, design, and marketing teams to ensure projects stay on schedule and meet objectives
Create project timelines, set priorities, and identify bottlenecks
Act as the liaison between teams and stakeholders to ensure smooth communication
Provide progress reports and propose solutions when issues arise
Conduct research to support strategic project planning
Based in Jadetabek (Jakarta, Depok, Tangerang, Bekasi)
Bachelor’s degree or currently in the final year of study
Prior experience as a project coordinator
Able to manage multiple projects simultaneously
Capable of working independently and collaboratively with The Daily’s internal team
Proficient in using project management tools (e.g., Trello, Notion, or Asana)
Full-time, on-site (WFO) position located in Central Jakarta
Compensation will be aligned with experience and skill",125
LinkedIn,Accounting Information Systems,UX/Content Tester â€“ 30 minute + survey,SQUID App,"UX/Content Tester – 30 minute + survey
SQUID App (Njuice AB) is a media-tech company with head office in Stockholm, Sweden. SQUID is a fast-growing news media company targeting young millennials in Europe, Latin America and APAC, launched in over 60 countries.
We are looking for people (18+) from Indonesia
to test our newest news service. It’s a curated vertical video feed with informative-and newsworthy content from publishers and selected content creators. You don’t need to be living in Indonesia right now to apply.
Each person completing the full test + survey will receive a certificate of participation, certifying successful participation as a member of the test group for SQUID’s News Service – SQUID Video.
5 lucky winners from the test group will also get a gift card to be used on Tokopedia!
What would you do as a part of the test group?
You would be asked to test the Indonesian feed for 30 minutes. After completing the test session, you will need to answer a survey about your experience.
What will the test group be looking at?
UX, design and content.
What are the requirements to apply?
You need to be from Indonesia, and 18 or older. Since you will be testing the feed through our app - available via Google PlayStore or AppStore - you need to have an Android or IPhone.
If accepted to be a part of the test, you would need to share your age, gender, email address and full name.",126
LinkedIn,Accounting Information Systems,Security Operations Center Analyst,Protergo,"Security monitoring in systems and network
Analyzing security problems/breaches, identifying abnormalities in systems and networks with related tools
Follow up information security alerts in accordance with an incident response procedure
Conduct periodic security audits/reviews and provide reports on security violations
Maintain solid security incident documentation
Have a strong interest in technology or IT field, especially in Cyber Security
Experienced is a plus, but fresh graduates are most welcome to apply
Have a strong fundamental regarding the core activities of security operations
Have a strong fundamental concept of OSI Layer
Experienced with SIEM and/or certified in this field (CEH, ECIH, etc.) would be a plus
Humble personality but eager and have strong desire for success
Good communication, strong problem solving, and analytical abilities",127
LinkedIn,Accounting Information Systems,Drafter,PT Trimitra Bangun Selaras,"- Education Min SMK/D3
- Can operate AutoCAD, Sketch Up, Solid Work
- Can operate Microsoft Office (Word, Excel, PowerPoint)
- Age between 18-24 years
- Preferably women",128
LinkedIn,Accounting Information Systems,QA Engineer 2 (Mekari Jurnal),Mekari,"Define, describe, review test cases for all requirements
Collaboration with team (Engineer, Product Owner and etc) regarding new feature and existing features
Define edge cases and improve test cases coverage close to 100%
apply automation testing approach along with exploratory / manual test
Increase automation test coverage and maintain automation test suite
Define and improve “done” criteria in collaboration with the lead for release candidates
Make sure highest quality code deliver to production with no/minimum critical/major issue
Passion as a problem solver
Proactive, vigilant, responsible, and collaborative
Experience with UI (web and mobile) and API testing
Experience with test management and project management tools like jira, etc
Experience using automation test tools (cucumber, selenium, appium, etc)
Experience with automation testing frameworks (TDD/BDD/ATDD)
Knowledge/Experience of load testing (capacity) tools like jmeter, locust, etc
Knowledge/Experience working with cloud based systems, CI/CD, Git, shell, etc
Understanding of Agile Methodology
Quite fluent in English",129
