job_source,keyword,job_title,company,job_description,job_id,job_description_cleaned
LinkedIn,Information Systems,Data Operation Support Officer,Anteraja,"Monitoring the sorting plan (hub/ warehouse) at the application level in accordance with operational needs by processing, data and regular inspection.
Monitor courier schedule data at the application level in accordance with operational needs by processing, updating data and regular inspection.
Following up on updated request tickets and/or additional data related to courier schedules, riders, drivers and sorting plans and reporting issues related to the configuration of courier schedules and sorting plans.
Prepare data on a combination of sub -district level delivery routes and check the accuracy of the data submitted into the database.
Responsible for the data managed and documents well
Male/female
Advanced in Operating Ms. Excel/WPS Office (Vlookup, Xlookup, Pivot, Formula, etc.)
Have good analysis and problem solving abilities and are able to think critically in handling complaints from operational teams in the field
Thorough, systematic, and able to handle data neatly (data processing and documentation)
Accustomed to working with various digital platforms, including internal web portal and office applications
Has multitask capabilities and time management
Able to work in a team",316,monitoring sorting plan hub warehouse application level accordance operational needs processing data regular inspection monitor courier schedule data application level accordance operational needs processing updating data regular inspection following updated request tickets andor additional data related courier schedules riders drivers sorting plans reporting issues related configuration courier schedules sorting plans prepare data combination sub district level delivery routes check accuracy data submitted database responsible data managed documents well malefemale advanced operating ms excelwps office vlookup xlookup pivot formula etc good analysis problem solving abilities able think critically handling complaints operational teams field thorough systematic able handle data neatly data processing documentation accustomed working various digital platforms including internal web portal office applications multitask capabilities time management able work team
LinkedIn,Information Systems,Mandarin Interpreter,PT.Fondfashion Seamless Garment,"Condition
Minimum education D3.
Having the ability to speak Mandarin (oral and written).
Able to work together in teams and individuals.
Able to operate MS. Office (MS. Excel, MS. Word).
Workbench
Translating Mandarin -Indonesian, Indonesian - Mandarin (both oral and written).
Manage and communicate well with users in Mandarin (written and oral).
Type, compile, and prepare reports.
Other tasks that may be reasonablely requested by the Director.
Send your update resume to: Salahudin72a@gmail.com",317,condition minimum education ability speak mandarin oral written able work together teams individuals able operate ms office ms excel ms word workbench translating mandarin indonesian indonesian mandarin oral written manage communicate well users mandarin written oral type compile prepare reports tasks may reasonablely requested director send update resume salahudinagmailcom
LinkedIn,Information Systems,Technician,PT Trakindo Utama,"Responsible for performing contamination control and safety activity related technical job process and refer to standard manual or procedure. -Responsible for activating to reduce waste and contribute to continuous improvement. - Responsible for completing all document related service administration and technical/ technology job processes refer to standard manual or procedure. - Responsible for processing parts request and return related to technical/ technology job processes and refer to standard manual or procedure and ensuring the parts/components in good condition when it is handover to customer. - Responsible for ensuring tools and equipment utilization related technical/ technology job processes and refer to standard manual or procedure, including ensure tools and equipment in good conditions. - Responsible for mechanical jobs process (D/A, R/I, PM, Recondition and Technical Analysis 1) and refer to standard manual or procedure. -Responsible for defining services requirement (revenue, warranty or guarantee) related customer request. - Responsible for ensuring the implementation of corporate standard procedures and Best Practice. - Responsible for ensuring Service activity in quick respond, meet target completion and customer requirement, as well as maintaining satisfactory quality of technical/ technology job processes and results. - Responsible for giving technical explanation to the customer related problem solving under guidance.",318,responsible performing contamination control safety activity related technical job process refer standard manual procedure responsible activating reduce waste contribute continuous improvement responsible completing document related service administration technical technology job processes refer standard manual procedure responsible processing parts request return related technical technology job processes refer standard manual procedure ensuring partscomponents good condition handover customer responsible ensuring tools equipment utilization related technical technology job processes refer standard manual procedure including ensure tools equipment good conditions responsible mechanical jobs process da ri pm recondition technical analysis refer standard manual procedure responsible defining services requirement revenue warranty guarantee related customer request responsible ensuring implementation corporate standard procedures best practice responsible ensuring service activity quick respond meet target completion customer requirement well maintaining satisfactory quality technical technology job processes results responsible giving technical explanation customer related problem solving guidance
LinkedIn,Information Systems,Mechatronics Engineer,PT ARINDO CIPTA PERKASA,"Proficiency in Mechatronics and Electromechanics
Experience in Electrical Engineering and Electronics
Strong problem-solving and analytical skills
Ability to work both independently and as part of a team
Excellent written and verbal communication skills
Bachelor’s degree in Mechatronics Engineering, Electrical Engineering, or related field
Experience in the manufacturing sector is a plus
Proficiency in programming languages is beneficial C++, Phyton, etc",319,proficiency mechatronics electromechanics experience electrical engineering electronics strong problemsolving analytical skills ability work independently part team excellent written verbal communication skills bachelors degree mechatronics engineering electrical engineering related field experience manufacturing sector plus proficiency programming languages beneficial c phyton etc
LinkedIn,Information Systems,Business Application Consultant (HRIS - Implement),PT. Intikom Berlian Mustika,"Actively involved in the process of implementing the system, ranging from assessment to go-lives.
Handling and solving technical problems (support systems) experienced by clients regarding the use of applications.
Analyze the issues and obstacles that occur, and provide the right solution.
Managing relationships with clients professionally and proactively, as well as ensuring the level of client satisfaction remains high.
Develop technical and functional documentation based on the results of discussions with clients.
Provide training and assistance to users (user training) after implementation.
Configure the basic system in accordance with user needs.
Test and verify the system functions before being submitted to the client (UAT).
Collaborated with internal teams such as developers, QA, and other consultant teams to ensure the success of support and implementation.
Having good communication skills, and is able to explain technical solutions to non-technical users.
Quickly adapt to the new system, work environment, and diverse client needs.
Have the ability to build and maintain good relations with clients.
Has good analysis skills and is oriented towards problem solving.
Able to use the Excel formula effectively for data analysis and reporting needs.
Having experience or knowledge in the HRIS payroll system is added value.
Familiar with Basic Database Queries (SQL) for Troubleshooting and Reporting purposes is added value.
Discipline, detail, and able to work independently and in the team.",320,actively involved process implementing system ranging assessment golives handling solving technical problems support systems experienced clients regarding use applications analyze issues obstacles occur provide right solution managing relationships clients professionally proactively well ensuring level client satisfaction remains high develop technical functional documentation based results discussions clients provide training assistance users user training implementation configure basic system accordance user needs test verify system functions submitted client uat collaborated internal teams developers qa consultant teams ensure success support implementation good communication skills able explain technical solutions nontechnical users quickly adapt new system work environment diverse client needs ability build maintain good relations clients good analysis skills oriented towards problem solving able use excel formula effectively data analysis reporting needs experience knowledge hris payroll system added value familiar basic database queries sql troubleshooting reporting purposes added value discipline detail able work independently team
LinkedIn,Information Systems,Operations Analyst (Hybrid),Ailytics,"Conduct analysis of customer behaviour and identify trends that enhance the system.
Configure the platform as a system administrator as required.
Process and manage data accurately.
Collaborate with the team to report any issues or unusual activity.
Ensure timely and efficient task completion.
Strong English communication skills.
Attention to detail, critical thinking and quick decision-making.
Strong communication and multitasking skills.
Technologically literate and comfortable with digital tools.
Ability to follow instructions and SOPs correctly.
This is an opportunity to create lasting impact and explore the intersection of AI and safety.
We’re a start-up that’s still in its early stages. If you’re looking for an environment where you can really make an impact, this is it.
We value strong standards, high transparency, and low egos. Let us know if this sounds like you.",321,conduct analysis customer behaviour identify trends enhance system configure platform system administrator required process manage data accurately collaborate team report issues unusual activity ensure timely efficient task completion strong english communication skills attention detail critical thinking quick decisionmaking strong communication multitasking skills technologically literate comfortable digital tools ability follow instructions sops correctly opportunity create lasting impact explore intersection ai safety startup thats still early stages youre looking environment really make impact value strong standards high transparency low egos let us know sounds like
LinkedIn,Information Systems,General - West,"Standish Management, LLC","We are a provider of specialized fund administration services for Managers and General Partners of private equity funds, specifically: Buy‐out, Venture Capital, Real Estate and Fund‐of‐ Funds. For new General Partners, we provide consulting services to help accelerate the launch of their funds in addition to our full fund administration services. For established General Partners, we provide administration services and technology to whole fund families or select funds, to help scale their fund operations rapidly and efficiently.
Please submit the application below and our recruiting team will be in touch!",322,provider specialized fund administration services managers general partners private equity funds specifically buyout venture capital real estate fundof funds new general partners provide consulting services help accelerate launch funds addition full fund administration services established general partners provide administration services technology whole fund families select funds help scale fund operations rapidly efficiently please submit application recruiting team touch
LinkedIn,Information Systems,Systemtechniker (m/w/d),ADG Apotheken-Dienstleistungsgesellschaft mbH,"Installation of IT systems for new customers as well as renewal and expansion of the IT systems at existing customers
Building of Microsoft Windows Client/Server environments
Preliminary installation of industry -specific software, test and acceptance and associated installation, configuration and repair of servers, desktop PC, notebooks, printers etc.
Setup and support of web -based applications as well as error analysis and technical support for our customers on site
Support our customers by telephone and by remote maintenance and cooperation with our cooperation partners
Completed vocational training in the IT environment or comparable qualifications
Good knowledge of the network area (TCP/IP, VPN) and the Microsoft product range, especially Windows and server operating systems Windows
Fun and interest in technical innovations
Pronounced customer orientation, communicative skills as well as independent and goal -oriented work in the team
At least good knowledge of German
Motor license and high willingness to travel
Future -proof: we grow and grow. We are among the market leaders and offer you an unlimited employment relationship, 13 monthly salaries, holiday allowance and 30 days of vacation and much more (Jobrad, Operating Retirement, etc.).
Company cars, of course also for private use.
Compatibility of private and professional life: We offer you mobile office and flexible working time models.
Career: We promote you! There are great opportunities within the ADG and the Phoenix group.
Further training: Very happy - we are happy if you are inquisitive.
Team: This is how we work. We promote the cohesion in a team through small and large events.",323,installation systems new customers well renewal expansion systems existing customers building microsoft windows clientserver environments preliminary installation industry specific software test acceptance associated installation configuration repair servers desktop pc notebooks printers etc setup support web based applications well error analysis technical support customers site support customers telephone remote maintenance cooperation cooperation partners completed vocational training environment comparable qualifications good knowledge network area tcpip vpn microsoft product range especially windows server operating systems windows fun interest technical innovations pronounced customer orientation communicative skills well independent goal oriented work team least good knowledge german motor license high willingness travel future proof grow grow among market leaders offer unlimited employment relationship monthly salaries holiday allowance days vacation much jobrad operating retirement etc company cars course also private use compatibility private professional life offer mobile office flexible working time models career promote great opportunities within adg phoenix group training happy happy inquisitive team work promote cohesion team small large events
LinkedIn,Information Systems,AI Agent Developer,WIZ.AI,"Product Development and Optimization: Participate in backend architecture design, development, and optimization of AI Agents and intelligent customer service robots to ensure high performance, high availability, and scalability.
Technology Exploration and Application: Stay up to date with the latest developments in artificial intelligence technologies such as large language models (LLMs); actively explore how to apply new technologies in products, propose innovative technical solutions, and continuously enhance product intelligence and user experience.
Project Value Evaluation and Evolution: Gain deep understanding of business goals; evaluate and reflect on the value generated by the project, provide reasonable optimization suggestions and future directions for technological evolution to maintain product competitiveness in the market.
Team Collaboration and Knowledge Sharing: Work closely with team members, actively participate in project reviews, technical discussions, and knowledge-sharing activities to improve the team’s technical capabilities and innovation.
Educational Background: Bachelor's degree in Computer Science, Artificial Intelligence, Software Engineering, or related fields.Undergraduate studentsare welcome.
Work Experience: Not required. Interns or recent graduates are welcome. Practical project experience is a plus.
Technical Skills: Proficient in Python programming; familiar with common Python frameworks (e.g., Flask, Django); familiar with backend development technologies including but not limited to database design (e.g., MySQL, MongoDB), middleware (e.g., Redis, RabbitMQ), and API development; basic understanding of AI and strong interest and some hands-on experience in LLMs, NLP, etc.
Passion for Technology: Passionate about new technologies, proactive in learning and exploring, and has original insights and ideas on technical innovation.
Communication Skills: Good communication and teamwork skills; able to clearly express technical views and project ideas.
Readyto join full-time onsite starts from July 2025",324,product development optimization participate backend architecture design development optimization ai agents intelligent customer service robots ensure high performance high availability scalability technology exploration application stay date latest developments artificial intelligence technologies large language models llms actively explore apply new technologies products propose innovative technical solutions continuously enhance product intelligence user experience project value evaluation evolution gain deep understanding business goals evaluate reflect value generated project provide reasonable optimization suggestions future directions technological evolution maintain product competitiveness market team collaboration knowledge sharing work closely team members actively participate project reviews technical discussions knowledgesharing activities improve teams technical capabilities innovation educational background bachelors degree computer science artificial intelligence software engineering related fieldsundergraduate studentsare welcome work experience required interns recent graduates welcome practical project experience plus technical skills proficient python programming familiar common python frameworks eg flask django familiar backend development technologies including limited database design eg mysql mongodb middleware eg redis rabbitmq api development basic understanding ai strong interest handson experience llms nlp etc passion technology passionate new technologies proactive learning exploring original insights ideas technical innovation communication skills good communication teamwork skills able clearly express technical views project ideas readyto join fulltime onsite starts july
LinkedIn,Information Systems,Planning Enforcement Officer,Sulzer Turbo Services Indonesia,"Investigation of possible breaches of planning and highway legislation in accordance with national and local policy and procedures
Monitoring of developments to ensure that they are implemented in accordance with approved plans
Maintenance and updating of files using computerised administration systems
The drafting and service of relevant notices under the Town and Country Planning Act 1990, the Highways Act 1980 and any other relevant legislation
Provision of enforcement advice to customers including alleged offenders, complainants, Councillors, developers and other interested parties both verbally and in writing
Make recommendations to the Senior Enforcement Officer/ Development Manager regarding proceeding with enforcement investigations
Preparation of reports to Planning Committee on enforcement matters
Collation of evidence from specialist officers with a view to possible prosecutions
Preparation of prosecution papers in respect of breaches of planning control and appear as a witness for the Council in respect of appeals and court proceedings
Working on own initiative when on site making the necessary health and safety assessments as required
Liaising with other Council and Equans departments as required
Undertake such other duties as may be reasonably expected at this level.
24 days annual leave (+ public holidays)
Life Cover equivalent to 1.5 times annual salary
Employee discount shopping schemes on major brands and retailers
Gym membership discounts
Cycle to work scheme
Holiday purchase scheme
2 corporate social responsibility days per year
Broad range of learning opportunities, such as professional qualifications, collective/individual training, and personalized support programmes
Attractive Employee Referral Rewards Scheme
Access to our growing employee networks
24/7 Employee Assistance Program and access to mental wellbeing app
Investigation skills and meticulous record keeping
Excellent communication skills, both verbal and written
Ability to manage demanding and varied workload
Tact and diplomacy in dealing with the public, developers and agents.
Excellent negotiating skills.
Understanding of and commitment to the constant need to improve.
Experience and ability to effectively use IT including databases and Microsoft Word Excel Outlook and Teams
Ability to plan, prioritise and organise work t and manage time/work effectively.
Ability to collate evidence and maintain records with the ability to present complex information in a clear and concise way.
Ability to plan, prioritise and organise work to meet strict timetables.
Experience and ability to effectively use IT including MS Word Excel Outlook and TEAMs
Full Driving Licence and car available for use
Flexible to meet the needs of the service",325,investigation possible breaches planning highway legislation accordance national local policy procedures monitoring developments ensure implemented accordance approved plans maintenance updating files using computerised administration systems drafting service relevant notices town country planning act highways act relevant legislation provision enforcement advice customers including alleged offenders complainants councillors developers interested parties verbally writing make recommendations senior enforcement officer development manager regarding proceeding enforcement investigations preparation reports planning committee enforcement matters collation evidence specialist officers view possible prosecutions preparation prosecution papers respect breaches planning control appear witness council respect appeals court proceedings working initiative site making necessary health safety assessments required liaising council equans departments required undertake duties may reasonably expected level days annual leave public holidays life cover equivalent times annual salary employee discount shopping schemes major brands retailers gym membership discounts cycle work scheme holiday purchase scheme corporate social responsibility days per year broad range learning opportunities professional qualifications collectiveindividual training personalized support programmes attractive employee referral rewards scheme access growing employee networks employee assistance program access mental wellbeing app investigation skills meticulous record keeping excellent communication skills verbal written ability manage demanding varied workload tact diplomacy dealing public developers agents excellent negotiating skills understanding commitment constant need improve experience ability effectively use including databases microsoft word excel outlook teams ability plan prioritise organise work manage timework effectively ability collate evidence maintain records ability present complex information clear concise way ability plan prioritise organise work meet strict timetables experience ability effectively use including ms word excel outlook teams full driving licence car available use flexible meet needs service
LinkedIn,Information Systems,Host Live Steaming,Lapak Houseware,"Host / Mc Live Tiktok & Shopee
Confident in front of the camera while live
Able to communicate well
Accustomed to flexible work
Experienced in the same field will be prioritized
Include a portfolio
Placement of Ungaran",326,host mc live tiktok shopee confident front camera live able communicate well accustomed flexible work experienced field prioritized include portfolio placement ungaran
LinkedIn,Information Systems,Fashion & Textile Designer - Unpaid internship,My Zahir,"Have a mindset to continue learning
Up to date Muslim fashion trends: models, motifs, materials, etc.
Participating in the process of end to end research to the execution of the manufacture of Muslim fashion products
Open to final semester students & fresh graduates
EDUCATION OF SMK/D4/S1 Fashion/Crafts Textile/similar
Have a strong desire to develop themselves in the world of fashion, especially Muslim fashion
Up to date fashion trend
Discipline and have good time management
Proactive, communicative, & initiative
Willing to do internship for 3 months from the My Zahir office (Ketintang, Surabaya)
Religious Development Support
Employee Development Program Support",327,mindset continue learning date muslim fashion trends models motifs materials etc participating process end end research execution manufacture muslim fashion products open final semester students fresh graduates education smkds fashioncrafts textilesimilar strong desire develop world fashion especially muslim fashion date fashion trend discipline good time management proactive communicative initiative willing internship months zahir office ketintang surabaya religious development support employee development program support
LinkedIn,Information Systems,Helpdesk Adviser - 12 month FTC,Sulzer Turbo Services Indonesia,"Offer ID: 72409
Job: Support Functions / Admin Support
Contract type: Helpdesk Adviser - 12 month FTC
Schedule: Full-Time
Country: United Kingdom",328,offer id job support functions admin support contract type helpdesk adviser month ftc schedule fulltime country united kingdom
LinkedIn,Information Systems,Fitment Technician,Cartrack,"Meet directly with customers to install GPS units and electronic devices/accessories on customer motorized vehicles.
Perform maintenance and repair if there are problems with units installed on customer vehicles.
Perform tasks in a timely manner and in accordance with the scheduling that has been set.
Minimum education of SMK Department of Automotive Engineering or Electrical Engineering.
Understand automotive electronics.
Have experience in installing vehicle accessories and electronic devices.
Having a private vehicle such as a car or motorcycle, and has a SIM.
Willing to overtime.",329,meet directly customers install gps units electronic devicesaccessories customer motorized vehicles perform maintenance repair problems units installed customer vehicles perform tasks timely manner accordance scheduling set minimum education smk department automotive engineering electrical engineering understand automotive electronics experience installing vehicle accessories electronic devices private vehicle car motorcycle sim willing overtime
LinkedIn,Information Systems,Product Implementation,Prudential Indonesia (PT Prudential Life Assurance),"Prudential’s purpose is to be partners for every life and protectors for every future. Our purpose encourages everything we do by creating a culture in which diversity is celebrated and inclusion assured, for our people, customers, and partners. We provide a platform for our people to do their best work and make an impact to the business, and we support our people’s career ambitions. We pledge to make Prudential a place where you can Connect, Grow, and Succeed.
Responsible to support product development and product implementation team members within PLA
Prudential is an equal opportunity employer.
We provide equality of opportunity of benefits for all who apply and who perform work for our organisation irrespective of sex, race, age, ethnic origin, educational, social and cultural background, marital status, pregnancy and maternity, religion or belief, disability or part-time / fixed-term work, or any other status protected by applicable law. We encourage the same standards from our recruitment and third-party suppliers taking into account the context of grade, job and location. We also allow for reasonable adjustments to support people with individual physical or mental health requirements.",330,prudentials purpose partners every life protectors every future purpose encourages everything creating culture diversity celebrated inclusion assured people customers partners provide platform people best work make impact business support peoples career ambitions pledge make prudential place connect grow succeed responsible support product development product implementation team members within pla prudential equal opportunity employer provide equality opportunity benefits apply perform work organisation irrespective sex race age ethnic origin educational social cultural background marital status pregnancy maternity religion belief disability parttime fixedterm work status protected applicable law encourage standards recruitment thirdparty suppliers taking account context grade job location also allow reasonable adjustments support people individual physical mental health requirements
LinkedIn,Information Systems,AOC ENGINEER STAFF,PT. Everpro Indonesia Technologies,"Responsible for the assembly and production process development of new active optical cable development projects, requiring experience in electronic product Assembly;
Responsible for the preparation of technical documents, including SOP, BOM, etc., to complete the training of production line workers;
Responsible for handling abnormal production problems, with structural problem analysis ability, Able to propose tooling requirements and organize acceptance;
Have a sense of production efficiency and continuously improve the production efficiency of the production line through process optimization;
Cooperate with the automation equipment department to carry out automation transformation on the production line",331,responsible assembly production process development new active optical cable development projects requiring experience electronic product assembly responsible preparation technical documents including sop bom etc complete training production line workers responsible handling abnormal production problems structural problem analysis ability able propose tooling requirements organize acceptance sense production efficiency continuously improve production efficiency production line process optimization cooperate automation equipment department carry automation transformation production line
LinkedIn,Information Systems,DevOps Engineer,PCS Payment,"Manage infrastructure and networking
Provide the support on daily operation regarding application support and infrastructure
Build, release and manage configuration management of infrastructure and application in multiple environments
Deploying, automating, maintaining, building and managing On-Prem and Cloud-based production systems
Develop and integrate monitoring, logging, dashboard, and alert systems to quickly and proactively prevent or detect errors
Ensure the availability, performance, scalability, and security of Infrastructure
Within a cross-functional team, collaborate with other engineers specializing in backend services, web frontend, mobile apps, and test automation, as well as product design and ideation
Bachelor's degree in Computer Science or a related field
Strong knowledge of Linux Operating System
Basic understanding of security best practices (e.g., OWASP Top 10)
Solid understanding of DevOps philosophy, Agile methods, and Infrastructure as Code
Experience with monitoring tools (e.g., Grafana, ELK) and version control systems
Familiarity with containerization (e.g., Docker, Kubernetes) and database technologies (e.g., MySQL, PostgreSQL, MongoDB)
Understanding of centralized logging systems (e.g., ELK stacks) and caching solutions (e.g., Redis, Memcached)
Experience with scripting and automation tools (e.g., Python, Ansible) is a plus
Collaborative mindset with a humble, team-oriented attitude",332,manage infrastructure networking provide support daily operation regarding application support infrastructure build release manage configuration management infrastructure application multiple environments deploying automating maintaining building managing onprem cloudbased production systems develop integrate monitoring logging dashboard alert systems quickly proactively prevent detect errors ensure availability performance scalability security infrastructure within crossfunctional team collaborate engineers specializing backend services web frontend mobile apps test automation well product design ideation bachelors degree computer science related field strong knowledge linux operating system basic understanding security best practices eg owasp top solid understanding devops philosophy agile methods infrastructure code experience monitoring tools eg grafana elk version control systems familiarity containerization eg docker kubernetes database technologies eg mysql postgresql mongodb understanding centralized logging systems eg elk stacks caching solutions eg redis memcached experience scripting automation tools eg python ansible plus collaborative mindset humble teamoriented attitude
LinkedIn,Information Systems,Electrical Maintenance Engineer,Hoogovens,"We may collect information about your computer, including your IP address, operating system and browser type, for system administration purposes. This is statistical data about our users' browsing actions and patterns and does not identify you as an individual. We may obtain information about your general internet usage by using a cookie file. Our website also uses cookies to distinguish you from other users of our website. This information helps us analyse our website usage and how web pages are performing, as well as helping us to provide you with a good experience when you browse our website and also allows us to improve our site. Learn more",333,may collect information computer including ip address operating system browser type system administration purposes statistical data users browsing actions patterns identify individual may obtain information general internet usage using cookie file website also uses cookies distinguish users website information helps us analyse website usage web pages performing well helping us provide good experience browse website also allows us improve site learn
LinkedIn,Information Systems,Visual Designer,Traveloka,"Clarify the assigned design project scope, including its goals, requirements, and expectations
Interpret illustrations, computer-aided design files, and/or other modelling data based on the specified project scope
Translate accurate visualisations from design concepts based on communicated requirements
Execute sketch, prototypes, visualisations, and mock-ups design needed by the engineers for development'
Create visualisation of user journey using methods and tools such as userflow / storyboard / illustration
Produce the visual designs and test specifications for new visual ideas and participating in design research
Execute primary and secondary visual design research for data gathering if required
Consolidate visual audit and/or visual research findings on competitors’ projects and market trends as part of report preparation to be circulated to relevant stakeholders
Generate ideas for new design concepts and prototypes
Participate in design research and workshop activities for insights gathering
Prototype and test proposed design solutions and iterate based on the intended design specifications to ensure its readiness to be implemented for launch in its respective platform
Communicate outcomes of design tests and project implementation
Incorporate feedback from previous iterations of designs into subsequent mock-ups and future projects and design tasks
Conduct usability and concept testing of design prototypes in laboratory setting, remotely, and real-life setting
Analyse and synthesize user and/or expert feedback on the navigation of visual user interface performance, as well as overall quality of the design solution
Recommend refinements and iterations to design based on usability and concept testing results, including identifying potential big ideas for future improvement
Monitor the quality of the visual user interaction and the design from success metric performance overtime, and provide actionable insights to improve product performance",334,clarify assigned design project scope including goals requirements expectations interpret illustrations computeraided design files andor modelling data based specified project scope translate accurate visualisations design concepts based communicated requirements execute sketch prototypes visualisations mockups design needed engineers development create visualisation user journey using methods tools userflow storyboard illustration produce visual designs test specifications new visual ideas participating design research execute primary secondary visual design research data gathering required consolidate visual audit andor visual research findings competitors projects market trends part report preparation circulated relevant stakeholders generate ideas new design concepts prototypes participate design research workshop activities insights gathering prototype test proposed design solutions iterate based intended design specifications ensure readiness implemented launch respective platform communicate outcomes design tests project implementation incorporate feedback previous iterations designs subsequent mockups future projects design tasks conduct usability concept testing design prototypes laboratory setting remotely reallife setting analyse synthesize user andor expert feedback navigation visual user interface performance well overall quality design solution recommend refinements iterations design based usability concept testing results including identifying potential big ideas future improvement monitor quality visual user interaction design success metric performance overtime provide actionable insights improve product performance
Jobstreet,Information Systems,Business Analyst & Implementor,PT Media Tiga Warna,"Collaborate with healthcare stakeholders (doctors, administrators, IT teams) to gather and document business needs for HIS modules (EMR, billing, pharmacy, labs, etc.).
Translate requirements into functional specifications, workflows, and system configurations.
Lead end-to-end HIS deployment—install, configure, test, and train users.
Resolve system issues, optimize performance, and ensure compliance with healthcare standards (HL7, HIPAA, etc.).
Liaise between clients and technical teams to ensure seamless delivery.
Follows established policies and practices for implementation services.
Ensures milestones and deliverables for all assigned projects are completed according to plans.
Tracks and analyzes the status of projects and provides regular project reports.
Builds and maintains strong relationships with customers by understanding their needs, communicating effectively and ensuring that we deliver value.
May assist in development of technical project estimates, scope analysis, and technical documentation.
Maintain team communication daily (daily/ad-hoc, weekly, monthly)
Provide post-go-live support and create training materials.
Bachelor’s degree in Healthcare IT, Computer Science, Business Administration, or related field
Minimum 1 recent year Technology Implementor experience related to packaged business applications
Familiar with create documentation for project (FSD / TSD / BRD, MOM, etc)
Bachelor’s degree in Healthcare IT, Computer Science, Business Administration, or related field
Understanding in Hospital business experience preferably
Impactful work improving patient care through technology.
Career growth in a fast-evolving healthtech industry.",335,collaborate healthcare stakeholders doctors administrators teams gather document business needs modules emr billing pharmacy labs etc translate requirements functional specifications workflows system configurations lead endtoend deploymentinstall configure test train users resolve system issues optimize performance ensure compliance healthcare standards hl hipaa etc liaise clients technical teams ensure seamless delivery follows established policies practices implementation services ensures milestones deliverables assigned projects completed according plans tracks analyzes status projects provides regular project reports builds maintains strong relationships customers understanding needs communicating effectively ensuring deliver value may assist development technical project estimates scope analysis technical documentation maintain team communication daily dailyadhoc weekly monthly provide postgolive support create training materials bachelors degree healthcare computer science business administration related field minimum recent year technology implementor experience related packaged business applications familiar create documentation project fsd tsd brd mom etc bachelors degree healthcare computer science business administration related field understanding hospital business experience preferably impactful work improving patient care technology career growth fastevolving healthtech industry
Jobstreet,Information Systems,IT & System Head,PT Putra Perkasa Abadi,"Designing and executing system development strategies and short -term digitalization
Compile and manage the technology budget (Capex/Opex) and conduct an analysis of technology investment technology
Identify opportunities for new digital transformations and new technology
Lead and oversee the entire life cycle of system development (secure SDLC) with a focus on security, efficiency, and meeting business needs
Managing end-to-end IT projects, including planning, monitoring, cross-team coordination, and vendor management
Ensure the system developed according to user needs and can be implemented optimally
Develop, motivate, and evaluate the performance of the IT team in a sustainable manner
Designing training programs to improve team technical competencies and soft skills according to the latest technology trends
Arrange the structure of organization and design Jobdesk for each position in the IT team in accordance with the responsibilities and needs of the department
Encourage team coals and build a work culture that is productive and innovative
Maintain effective communication with internal and external stakeholders, including peak management and business users
Ensure IT implementation in accordance with company standards, regulations, and corporate values ​​(Corporate Code of Ethics & Culture)
Conduct periodic supervision of the achievement of KPIs, Activity Plan, and Quality Control of IT Processes",336,designing executing system development strategies short term digitalization compile manage technology budget capexopex conduct analysis technology investment technology identify opportunities new digital transformations new technology lead oversee entire life cycle system development secure sdlc focus security efficiency meeting business needs managing endtoend projects including planning monitoring crossteam coordination vendor management ensure system developed according user needs implemented optimally develop motivate evaluate performance team sustainable manner designing training programs improve team technical competencies soft skills according latest technology trends arrange structure organization design jobdesk position team accordance responsibilities needs department encourage team coals build work culture productive innovative maintain effective communication internal external stakeholders including peak management business users ensure implementation accordance company standards regulations corporate values corporate code ethics culture conduct periodic supervision achievement kpis activity plan quality control processes
Jobstreet,Information Systems,IT Manager – Coal Mining Industry,Private Advertiser,"ERP System Completion & Optimization :
IT Development & Infrastructure Management:
Mining-Specific IT Solutions:
Team Leadership & Support:
To manage company telecommunication and network",337,erp system completion optimization development infrastructure management miningspecific solutions team leadership support manage company telecommunication network
